"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Rake.Rake","0","0","24","1","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Metal.Metal","0","0","24","1","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Gnome.Gnome","0","0","24","1","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Flower.Flower","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/BranchGate/MT_Red.MT_Red","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","46"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","27","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/defaultMat.defaultMat","0","0","18","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_009.Material_009","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_008.Material_008","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_007.Material_007","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_004.Material_004","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_001.Material_001","0","0","18","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material.Material","0","0","12","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_006.Material_006","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_005.Material_005","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_003.Material_003","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_002.Material_002","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_052.Material_052","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_050.Material_050","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_049.Material_049","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_048.Material_048","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_047.Material_047","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_046.Material_046","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_045.Material_045","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_044.Material_044","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_043.Material_043","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_042.Material_042","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_041.Material_041","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_040.Material_040","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_039.Material_039","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_038.Material_038","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_037.Material_037","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_036.Material_036","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_035.Material_035","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_034.Material_034","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_033.Material_033","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_031.Material_031","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_030.Material_030","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_029.Material_029","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_028.Material_028","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_027.Material_027","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_026.Material_026","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_025.Material_025","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_024.Material_024","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_023.Material_023","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_022.Material_022","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_021.Material_021","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_020.Material_020","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_019.Material_019","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_018.Material_018","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_017.Material_017","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_016.Material_016","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_015.Material_015","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_014.Material_014","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_013.Material_013","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_012.Material_012","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_011.Material_011","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_010.Material_010","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_009.Material_009","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_008.Material_008","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_006.Material_006","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_005.Material_005","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_004.Material_004","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_003.Material_003","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_002.Material_002","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_001.Material_001","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material.Material","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_032.Material_032","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_007.Material_007","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/EnemyCharacters/Worm1.Worm1","0","0","12","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonTown/Materials/Mat_PolygonTown_01_A.Mat_PolygonTown_01_A","0","0","72","1","0.000000","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_02.Mat_PolygonPrototype_02","0","0","63","1","0.000000","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_10.Mat_PolygonPrototype_10","0","0","54","1","0.000000","0","0"
"/Game/TheUnGnome/Dirt/Dirt.Dirt","0","0","43","1","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/EnemyCharacters/BossBug1.BossBug1","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
