"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Rake.Rake","0","24","24","1","13.878015","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Metal.Metal","0","24","24","1","13.739562","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Gnome.Gnome","0","24","24","1","13.375854","0","0"
"/Game/TheUnGnome/Blueprints/PlayerCharacter/Flower.Flower","0","24","24","1","14.100596","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","84","1","58.819645","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/TheUnGnome/StaticMesh/Material_009.Material_009","0","21","21","1","13.432004","0","0"
"/Game/TheUnGnome/StaticMesh/Material_008.Material_008","0","21","21","1","13.649068","0","0"
"/Game/TheUnGnome/StaticMesh/Material_007.Material_007","0","21","21","1","13.294272","0","0"
"/Game/TheUnGnome/StaticMesh/Material_004.Material_004","0","21","21","1","13.040657","0","0"
"/Game/TheUnGnome/StaticMesh/Material_001.Material_001","0","17","18","1","9.972156","0","0"
"/Game/TheUnGnome/StaticMesh/Material.Material","0","12","12","1","7.585405","0","0"
"/Game/TheUnGnome/StaticMesh/Material_006.Material_006","0","21","21","1","13.498492","0","0"
"/Game/TheUnGnome/StaticMesh/Material_005.Material_005","0","21","21","1","12.806272","0","0"
"/Game/TheUnGnome/StaticMesh/Material_003.Material_003","0","21","21","1","13.582954","0","0"
"/Game/TheUnGnome/StaticMesh/Material_002.Material_002","0","21","21","1","13.421120","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_052.Material_052","0","21","21","1","13.034342","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_043.Material_043","0","21","21","1","13.562987","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_038.Material_038","0","21","21","1","13.364041","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_022.Material_022","0","21","21","1","12.974631","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_016.Material_016","0","21","21","1","13.252921","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_004.Material_004","0","21","21","1","13.333053","0","0"
"/Game/TheUnGnome/MushroomVilla/Material.Material","0","21","21","1","12.875418","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_032.Material_032","0","21","21","1","13.668293","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_007.Material_007","0","21","21","1","13.232210","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_050.Material_050","0","21","21","1","13.077983","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_049.Material_049","0","21","21","1","14.609764","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_048.Material_048","0","21","21","1","12.944325","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_047.Material_047","0","21","21","1","12.961319","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_046.Material_046","0","21","21","1","13.389484","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_045.Material_045","0","21","21","1","13.822428","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_044.Material_044","0","21","21","1","13.910961","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_042.Material_042","0","21","21","1","13.579269","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_041.Material_041","0","21","21","1","13.481178","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_040.Material_040","0","21","21","1","14.008350","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_039.Material_039","0","21","21","1","13.031754","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_037.Material_037","0","21","21","1","13.967390","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_036.Material_036","0","21","21","1","13.769204","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_035.Material_035","0","21","21","1","14.672316","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_034.Material_034","0","21","21","1","12.999027","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_033.Material_033","0","21","21","1","12.962855","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_031.Material_031","0","21","21","1","13.291736","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_030.Material_030","0","21","21","1","13.142481","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_029.Material_029","0","21","21","1","13.276001","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_028.Material_028","0","21","21","1","13.601111","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_027.Material_027","0","21","21","1","13.270647","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_026.Material_026","0","21","21","1","14.146424","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_025.Material_025","0","21","21","1","13.975895","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_024.Material_024","0","21","21","1","13.510122","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_023.Material_023","0","21","21","1","13.829759","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_021.Material_021","0","21","21","1","13.884696","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_020.Material_020","0","21","21","1","13.290774","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_019.Material_019","0","21","21","1","13.967289","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_018.Material_018","0","21","21","1","13.871338","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_017.Material_017","0","21","21","1","13.002837","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_015.Material_015","0","21","21","1","14.121546","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_014.Material_014","0","21","21","1","14.044502","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_013.Material_013","0","21","21","1","13.410151","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_012.Material_012","0","21","21","1","13.569341","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_011.Material_011","0","21","21","1","13.691328","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_010.Material_010","0","21","21","1","13.290044","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_009.Material_009","0","21","21","1","13.444565","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_008.Material_008","0","21","21","1","13.791717","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_006.Material_006","0","21","21","1","13.006301","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_005.Material_005","0","21","21","1","13.655334","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_003.Material_003","0","21","21","1","13.517904","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_002.Material_002","0","21","21","1","13.316056","0","0"
"/Game/TheUnGnome/MushroomVilla/Material_001.Material_001","0","21","21","1","12.826579","0","0"
"/Game/TheUnGnome/Blueprints/EnemyCharacters/Worm1.Worm1","0","12","12","1","7.672504","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonTown/Materials/Mat_PolygonTown_01_A.Mat_PolygonTown_01_A","0","69","72","1","35.381207","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_02.Mat_PolygonPrototype_02","0","63","63","1","33.077663","0","0"
"/Game/Left4Veg/_IMPORTS/PolygonPrototype/Materials/Alts/Mat_PolygonPrototype_10.Mat_PolygonPrototype_10","0","54","54","1","29.039284","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","26","27","1","15.767931","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","46","21","1","21.013821","0","46"
"/Game/TheUnGnome/StaticMesh/defaultMat.defaultMat","0","17","18","1","9.680125","0","0"
"/Game/BranchGate/MT_Red.MT_Red","0","12","12","1","7.351064","0","0"
"/Game/TheUnGnome/Dirt/Dirt.Dirt","0","42","43","1","21.041990","0","0"
"/Game/TheUnGnome/Blueprints/EnemyCharacters/BossBug1.BossBug1","0","12","12","1","6.731551","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
